"spp","dbh","ba","volume","x","y"
316,42,0.0962112750161874,0,96.09,143.16
975,72,0.282743338823081,5.32,88.32,144.02
318,46,0.115409896788125,0,88.46,134.25
541,36,0.0706858347057703,0,82.11,117.51
541,31,0.0524144190989547,0,75.13,154.74
541,48,0.125663706143592,0,68.22,151.56
541,32,0.0558505360638185,0,54.68,280.03
541,41,0.0916843272688271,0,65.36,285.06
541,38,0.0787579824962441,0,59.25,312.79
541,37,0.0746673670618824,0,64.2,311.01
541,37,0.0746673670618824,0,62.47,318.99
541,30,0.0490873852123405,0,61.39,326.42
541,48,0.125663706143592,0,67.39,318.41
541,30,0.0490873852123405,0,82.47,324.43
541,34,0.0630500192282951,0,83.5,310.35
541,56,0.171042266695444,2.29,85.49,312.54
541,44,0.105592419745657,0,80.3,289.89
541,36,0.0706858347057703,0,85.38,280.22
541,43,0.100847305841797,0,95.63,286.84
541,34,0.0630500192282951,0,89.52,280.54
316,31,0.0524144190989547,0,73.9,270.96
541,35,0.0668133854279079,0,87.53,264.92
316,36,0.0706858347057703,0,98.93,250.71
541,30,0.0490873852123405,0,89.62,257.27
541,42,0.0962112750161874,0,99.48,224.89
541,40,0.0872664625997165,0,79.89,252.54
316,46,0.115409896788125,0,84.78,223.14
541,38,0.0787579824962441,0,81.58,232.89
316,48,0.125663706143592,0,78.44,236.57
316,34,0.0630500192282951,0,75.27,229.76
316,40,0.0872664625997165,0,69.1,232.65
541,39,0.0829576810088555,0,68.79,235.67
316,34,0.0630500192282951,0,61.32,217.8
541,34,0.0630500192282951,0,58.91,223.03
316,39,0.0829576810088555,0,71.06,265.16
316,35,0.0668133854279079,0,55.22,224.21
541,30,0.0490873852123405,0,48.85,337.44
541,35,0.0668133854279079,0,46.66,348.77
541,32,0.0558505360638185,0,66.8,375.28
541,45,0.110446616727766,0,47.46,384.84
541,52,0.147480321793521,1.46,55.83,383.25
975,38,0.0787579824962441,0,53.52,391.86
541,32,0.0558505360638185,0,53.77,398.04
541,32,0.0558505360638185,0,58.73,393.86
541,31,0.0524144190989547,0,62.16,390.73
541,45,0.110446616727766,0,46.73,410.59
541,38,0.0787579824962441,0,44.56,419.16
541,40,0.0872664625997165,0,58.74,422.81
541,53,0.153207183401627,1.71,66.59,402.94
541,35,0.0668133854279079,0,69.76,388.61
316,30,0.0490873852123405,0,71.98,415.97
541,46,0.115409896788125,0,72.08,428.19
541,37,0.0746673670618824,0,73.32,400.69
541,32,0.0558505360638185,0,75.48,403.54
316,33,0.059395736106932,0,79.03,424.26
541,30,0.0490873852123405,0,80.73,434.81
316,33,0.059395736106932,0,85.01,430.01
541,30,0.0490873852123405,0,84.24,392.19
541,33,0.059395736106932,0,87.22,383.16
541,31,0.0524144190989547,0,93.59,365.01
541,44,0.105592419745657,0,89.55,366.02
541,44,0.105592419745657,0,92.24,332.85
541,49,0.1309542354387,0,87.68,339.02
541,38,0.0787579824962441,0,78.61,358.01
541,35,0.0668133854279079,0,80.35,342
541,42,0.0962112750161874,0,76.17,350.51
541,30,0.0490873852123405,0,77.87,325.24
541,30,0.0490873852123405,0,72.46,346.37
541,39,0.0829576810088555,0,71.67,350.4
541,41,0.0916843272688271,0,71.15,346.56
541,39,0.0829576810088555,0,65.17,348.56
541,46,0.115409896788125,0,63.26,341.49
541,30,0.0490873852123405,0,57.56,328.14
541,46,0.115409896788125,0,50.55,441.41
541,45,0.110446616727766,0,49.7,441.11
541,38,0.0787579824962441,0,54.39,457.78
541,37,0.0746673670618824,0,49.23,494.87
541,32,0.0558505360638185,0,58.48,493.91
541,38,0.0787579824962441,0,49.79,509.7
541,39,0.0829576810088555,0,55.58,511.16
541,30,0.0490873852123405,0,53.76,456.69
316,30,0.0490873852123405,0,45.95,455.42
541,42,0.0962112750161874,0,45.51,534.43
541,56,0.171042266695444,2.1,46.93,533.31
541,48,0.125663706143592,0,46.82,535.22
541,42,0.0962112750161874,0,63.58,508.35
541,32,0.0558505360638185,0,66.68,502.56
316,43,0.100847305841797,0,59.91,531.02
541,39,0.0829576810088555,0,66.46,536.61
541,51,0.141862543263664,1.9,69.84,499.78
316,36,0.0706858347057703,0,73.35,541.37
316,31,0.0524144190989547,0,74.59,534.06
61,39,0.0829576810088555,0,77.16,534.77
541,44,0.105592419745657,0,80.86,527.21
541,49,0.1309542354387,0,79.84,521.57
316,38,0.0787579824962441,0,85.8,524.7
541,40,0.0872664625997165,0,85.32,511.46
541,48,0.125663706143592,0,85.76,503.94
541,33,0.059395736106932,0,78.42,485.38
541,40,0.0872664625997165,0,93.58,457.56
316,33,0.059395736106932,0,91.19,456.24
541,33,0.059395736106932,0,90.11,454.5
541,35,0.0668133854279079,0,81.25,468.81
316,31,0.0524144190989547,0,85.03,460.07
541,47,0.120482259926734,0,80.64,451.61
541,31,0.0524144190989547,0,84.43,436.74
541,34,0.0630500192282951,0,70.68,479.1
541,33,0.059395736106932,0,66.66,451.86
541,40,0.0872664625997165,0,64.18,437.76
541,41,0.0916843272688271,0,66.06,464.98
541,44,0.105592419745657,0,64.73,469.18
762,55,0.164988155852589,1.85,50.26,549.88
541,43,0.100847305841797,0,56.74,581.04
541,45,0.110446616727766,0,49.28,578.38
316,38,0.0787579824962441,0,51.79,592.99
541,32,0.0558505360638185,0,55.19,594.21
541,32,0.0558505360638185,0,52.45,610.39
541,49,0.1309542354387,0,57.44,622.5
541,49,0.1309542354387,0,56.52,629.29
541,30,0.0490873852123405,0,53.32,641.08
541,32,0.0558505360638185,0,63.68,628.86
541,35,0.0668133854279079,0,65.7,645.79
541,39,0.0829576810088555,0,67.65,634.5
316,40,0.0872664625997165,0,69.78,598.78
316,41,0.0916843272688271,0,70.13,611.23
541,30,0.0490873852123405,0,72.62,622.69
541,34,0.0630500192282951,0,76.39,618.41
316,54,0.159043128087983,2.01,90.8,643.18
316,31,0.0524144190989547,0,79.13,611.29
316,34,0.0630500192282951,0,89.4,625.01
316,41,0.0916843272688271,0,89.33,623.76
541,47,0.120482259926734,0,82.58,603.49
316,33,0.059395736106932,0,86.6,603.19
316,34,0.0630500192282951,0,86.07,595.48
541,32,0.0558505360638185,0,72.39,593.31
316,38,0.0787579824962441,0,91.77,588.75
541,33,0.059395736106932,0,87.21,581.68
316,34,0.0630500192282951,0,91.11,571.59
316,39,0.0829576810088555,0,84.91,567.77
316,32,0.0558505360638185,0,89.31,542.53
541,36,0.0706858347057703,0,85.36,546.62
541,48,0.125663706143592,0,73.79,567.02
316,31,0.0524144190989547,0,73.64,564.47
541,30,0.0490873852123405,0,71.67,559.35
541,45,0.110446616727766,0,70.2,567.73
541,32,0.0558505360638185,0,54.52,549.69
316,40,0.0872664625997165,0,59.41,685.09
541,54,0.159043128087983,1.04,49.62,669.86
316,41,0.0916843272688271,0,46.94,682.14
541,47,0.120482259926734,0,43.5,701.31
541,31,0.0524144190989547,0,44.78,692.12
541,32,0.0558505360638185,0,53.86,698.46
541,44,0.105592419745657,0,61.22,702.49
316,42,0.0962112750161874,0,53.84,708.28
316,30,0.0490873852123405,0,46.98,727.61
316,36,0.0706858347057703,0,47.63,727.89
316,35,0.0668133854279079,0,47.42,738.94
541,37,0.0746673670618824,0,56.69,723.64
541,47,0.120482259926734,0,54.57,731.38
541,47,0.120482259926734,0,64.16,718.95
541,34,0.0630500192282951,0,64.55,719.68
541,47,0.120482259926734,0,81.5,747.34
316,67,0.24483696913133,4.32,79.35,739.37
541,37,0.0746673670618824,0,91.59,736.33
541,44,0.105592419745657,0,80.77,710.91
541,44,0.105592419745657,0,81.09,709.67
316,49,0.1309542354387,0,78.07,705.75
316,49,0.1309542354387,0,86.19,695.53
541,40,0.0872664625997165,0,85.73,679.91
316,33,0.059395736106932,0,89.75,671.49
541,49,0.1309542354387,0,89.93,662.51
316,37,0.0746673670618824,0,85.82,658.63
541,39,0.0829576810088555,0,79.26,650.04
316,36,0.0706858347057703,0,71.22,672.75
541,38,0.0787579824962441,0,69.5,652.69
541,45,0.110446616727766,0,69.1,667.67
316,32,0.0558505360638185,0,69.53,649.26
541,37,0.0746673670618824,0,64.64,667.95
541,43,0.100847305841797,0,64.71,688.82
541,30,0.0490873852123405,0,117.97,40.97
972,47,0.120482259926734,0,113.49,52.48
541,46,0.115409896788125,0,105.24,52.63
541,43,0.100847305841797,0,114.84,58.54
316,36,0.0706858347057703,0,117.12,62.06
972,67,0.24483696913133,2.98,103.02,69.34
972,32,0.0558505360638185,0,108.52,94.76
316,33,0.059395736106932,0,110.37,98.23
68,31,0.0524144190989547,0,114.8,102.64
316,36,0.0706858347057703,0,118.53,105.71
316,42,0.0962112750161874,0,130.93,98.7
316,41,0.0916843272688271,0,131.89,82.71
316,30,0.0490873852123405,0,134.76,67.14
316,43,0.100847305841797,0,140.89,63.36
972,44,0.105592419745657,0,126.04,87.79
316,38,0.0787579824962441,0,139.73,59.66
316,30,0.0490873852123405,0,138.63,52.26
316,41,0.0916843272688271,0,146.67,46.01
316,49,0.1309542354387,0,128.39,50.1
541,33,0.059395736106932,0,120.08,158.74
316,37,0.0746673670618824,0,109.08,145.5
541,48,0.125663706143592,0,114.83,165.99
316,30,0.0490873852123405,0,103.79,177.75
316,31,0.0524144190989547,0,109.18,164.57
541,35,0.0668133854279079,0,103.01,183.56
316,35,0.0668133854279079,0,111.84,191.74
541,48,0.125663706143592,0,108.36,200.04
541,37,0.0746673670618824,0,111.35,197.29
316,33,0.059395736106932,0,114.6,211.11
541,35,0.0668133854279079,0,117.36,216.64
541,48,0.125663706143592,0,120.6,202.97
316,37,0.0746673670618824,0,131.4,208.24
541,36,0.0706858347057703,0,125.53,169.29
541,33,0.059395736106932,0,144.36,204.32
316,42,0.0962112750161874,0,137.68,209.16
541,31,0.0524144190989547,0,125.1,165.11
541,35,0.0668133854279079,0,143.24,183.77
541,30,0.0490873852123405,0,139.74,176.04
316,40,0.0872664625997165,0,147.34,171.21
316,42,0.0962112750161874,0,138.94,166.35
316,41,0.0916843272688271,0,129.43,159.64
316,39,0.0829576810088555,0,139.54,153.51
316,38,0.0787579824962441,0,139.25,142.09
316,38,0.0787579824962441,0,135.4,141.81
316,52,0.147480321793521,2.14,138.54,131.76
541,34,0.0630500192282951,0,143.95,115.31
541,32,0.0558505360638185,0,126.31,148.22
541,30,0.0490873852123405,0,127.37,130.56
972,51,0.141862543263664,1.26,121.65,153.84
541,31,0.0524144190989547,0,107.35,132.92
316,32,0.0558505360638185,0,102.94,231.06
541,32,0.0558505360638185,0,113,258.58
541,41,0.0916843272688271,0,118.03,267.77
541,30,0.0490873852123405,0,102.8,266.31
541,36,0.0706858347057703,0,108.8,267.73
541,30,0.0490873852123405,0,114.81,272.21
541,31,0.0524144190989547,0,107.16,272.81
316,42,0.0962112750161874,0,103.52,280.26
541,40,0.0872664625997165,0,103.64,321.11
541,61,0.202949067083466,2.5,119.04,313.03
541,33,0.059395736106932,0,124.25,289.31
541,31,0.0524144190989547,0,128.68,284.46
541,34,0.0630500192282951,0,129.86,282.88
541,37,0.0746673670618824,0,132.53,279.88
972,71,0.274943898728232,4.2,142.93,273.77
316,30,0.0490873852123405,0,142.99,236.44
316,36,0.0706858347057703,0,144.67,227.1
316,34,0.0630500192282951,0,142.55,221.57
316,41,0.0916843272688271,0,130.98,247.71
316,47,0.120482259926734,0,131.59,245.76
316,49,0.1309542354387,0,128.38,243.54
316,35,0.0668133854279079,0,123.94,231.36
316,32,0.0558505360638185,0,121.7,223.14
316,37,0.0746673670618824,0,120.34,236.25
541,47,0.120482259926734,0,117.65,225.28
541,44,0.105592419745657,0,119.12,258.09
316,42,0.0962112750161874,0,115.5,230.76
316,31,0.0524144190989547,0,107.77,238.16
541,34,0.0630500192282951,0,112.11,358.16
541,34,0.0630500192282951,0,115.74,367.5
541,32,0.0558505360638185,0,102.77,370.22
541,32,0.0558505360638185,0,102.61,370.93
541,34,0.0630500192282951,0,104.75,380.94
541,33,0.059395736106932,0,119.14,379.37
541,30,0.0490873852123405,0,103.28,391.5
541,30,0.0490873852123405,0,101.62,396.15
541,49,0.1309542354387,0,105.25,397.65
541,37,0.0746673670618824,0,114.07,398.38
541,35,0.0668133854279079,0,112.69,402.62
541,42,0.0962112750161874,0,107.2,411.62
316,46,0.115409896788125,0,105.41,419.72
316,35,0.0668133854279079,0,107.95,433.44
541,47,0.120482259926734,0,124.81,431.4
541,32,0.0558505360638185,0,124.95,400.26
541,44,0.105592419745657,0,124.25,406.05
541,30,0.0490873852123405,0,124.56,414.19
541,38,0.0787579824962441,0,126.08,421.03
541,36,0.0706858347057703,0,126.38,420.45
541,30,0.0490873852123405,0,130.3,421.24
541,56,0.171042266695444,3.14,135.29,419.89
541,30,0.0490873852123405,0,141.64,433.61
541,38,0.0787579824962441,0,144.7,396.84
541,53,0.153207183401627,2.05,140.3,370.09
541,45,0.110446616727766,0,142.44,347.98
541,42,0.0962112750161874,0,130.69,360.15
541,32,0.0558505360638185,0,137.49,344.42
541,35,0.0668133854279079,0,135,336.09
541,44,0.105592419745657,0,133.6,328.24
541,30,0.0490873852123405,0,128.08,327.79
541,33,0.059395736106932,0,126.48,331.2
541,31,0.0524144190989547,0,122.48,366.99
68,45,0.110446616727766,0,100.72,448.09
541,44,0.105592419745657,0,109.21,479.25
541,45,0.110446616727766,0,100.49,473.68
541,37,0.0746673670618824,0,105.11,497.21
541,49,0.1309542354387,0,120.71,496.09
541,42,0.0962112750161874,0,110.73,527.14
316,52,0.147480321793521,1.41,110.06,541.41
541,38,0.0787579824962441,0,123.45,533.64
541,35,0.0668133854279079,0,123.65,530.16
541,38,0.0787579824962441,0,131.29,530.96
316,40,0.0872664625997165,0,131.86,533.46
541,43,0.100847305841797,0,145.61,530.06
541,46,0.115409896788125,0,146.99,490.29
316,34,0.0630500192282951,0,138.13,478.22
541,32,0.0558505360638185,0,142,467.06
68,38,0.0787579824962441,0,145.39,462.41
541,33,0.059395736106932,0,135.27,467.1
316,30,0.0490873852123405,0,142.46,443.7
541,34,0.0630500192282951,0,135.36,457.86
541,45,0.110446616727766,0,125.86,466.89
316,35,0.0668133854279079,0,124.28,452.21
316,36,0.0706858347057703,0,120.89,459.28
541,41,0.0916843272688271,0,120.71,461.04
541,36,0.0706858347057703,0,115.43,445.16
541,30,0.0490873852123405,0,102.97,439.09
541,40,0.0872664625997165,0,110.86,579.19
541,30,0.0490873852123405,0,110.6,581.42
541,31,0.0524144190989547,0,99.45,569.74
681,39,0.0829576810088555,0,104.8,585.77
316,38,0.0787579824962441,0,101.14,585.64
541,35,0.0668133854279079,0,103.64,593.08
541,36,0.0706858347057703,0,106.76,602.87
541,50,0.136353847812057,2.11,106.17,612.73
541,46,0.115409896788125,0,113.4,616.71
541,57,0.177205460616549,2.74,113.05,644.44
541,30,0.0490873852123405,0,122.19,648.3
541,42,0.0962112750161874,0,121.58,608.21
316,51,0.141862543263664,1.08,123.7,636.79
316,31,0.0524144190989547,0,131.49,632.61
541,40,0.0872664625997165,0,134.07,640.29
541,35,0.0668133854279079,0,123.54,600.24
541,42,0.0962112750161874,0,131.06,619.18
541,43,0.100847305841797,0,138.53,617.7
541,40,0.0872664625997165,0,139.44,617.04
541,35,0.0668133854279079,0,125.39,598.48
541,34,0.0630500192282951,0,126.07,596.72
541,35,0.0668133854279079,0,141.39,596.16
541,39,0.0829576810088555,0,131.95,590.16
541,46,0.115409896788125,0,127.15,588.94
541,34,0.0630500192282951,0,124.52,587.55
541,57,0.177205460616549,2.47,122.82,571.2
541,49,0.1309542354387,0,115.95,551.08
316,47,0.120482259926734,0,102.9,547.29
541,34,0.0630500192282951,0,106.01,675.24
541,42,0.0962112750161874,0,106.75,681.13
541,35,0.0668133854279079,0,112.11,692.96
541,48,0.125663706143592,0,107.26,705.26
